time_step,signal_1,signal_2,signal_3,signal_4,signal_5,signal_6,signal_7,signal_8,signal_9,signal_10,signal_11,signal_12,signal_13,signal_14,signal_15,signal_16,signal_17,signal_18,signal_19,signal_20
168,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5,305.5
169,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65
170,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64
171,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32
172,302.12,302.12,302.12,302.12,302.12,302.12,302.12,302.12,302.12,302.12,302.12,302.12,302.12,302.12,302.12,302.12,302.12,302.12,302.12,302.12
173,302.24,302.24,302.24,302.24,302.24,302.24,302.24,302.24,302.24,302.24,302.24,302.24,302.24,302.24,302.24,302.24,302.24,302.24,302.24,302.24
174,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64,303.64
175,305.64,305.64,305.64,305.64,305.64,305.64,305.64,305.64,305.64,305.64,305.64,305.64,305.64,305.64,305.64,305.64,305.64,305.64,305.64,305.64
176,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15
177,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75,308.75
178,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15,310.15
179,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55
180,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15
181,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65
182,315.54,315.54,315.54,315.54,315.54,315.54,315.54,315.54,315.54,315.54,315.54,315.54,315.54,315.54,315.54,315.54,315.54,315.54,315.54,315.54
183,316.65,316.65,316.65,316.65,316.65,316.65,316.65,316.65,316.65,316.65,316.65,316.65,316.65,316.65,316.65,316.65,316.65,316.65,316.65,316.65
184,316.6,316.6,316.6,316.6,316.6,316.6,316.6,316.6,316.6,316.6,316.6,316.6,316.6,316.6,316.6,316.6,316.6,316.6,316.6,316.6
185,316.59,316.59,316.59,316.59,316.59,316.59,316.59,316.59,316.59,316.59,316.59,316.59,316.59,316.59,316.59,316.59,316.59,316.59,316.59,316.59
186,315.48,315.48,315.48,315.48,315.48,315.48,315.48,315.48,315.48,315.48,315.48,315.48,315.48,315.48,315.48,315.48,315.48,315.48,315.48,315.48
187,313.37,313.37,313.37,313.37,313.37,313.37,313.37,313.37,313.37,313.37,313.37,313.37,313.37,313.37,313.37,313.37,313.37,313.37,313.37,313.37
188,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7
189,309.83,309.83,309.83,309.83,309.83,309.83,309.83,309.83,309.83,309.83,309.83,309.83,309.83,309.83,309.83,309.83,309.83,309.83,309.83,309.83
190,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45
191,307.01,307.01,307.01,307.01,307.01,307.01,307.01,307.01,307.01,307.01,307.01,307.01,307.01,307.01,307.01,307.01,307.01,307.01,307.01,307.01
192,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49
193,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33,304.33
194,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15
195,301.97,301.97,301.97,301.97,301.97,301.97,301.97,301.97,301.97,301.97,301.97,301.97,301.97,301.97,301.97,301.97,301.97,301.97,301.97,301.97
196,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25,302.25
197,301.56,301.56,301.56,301.56,301.56,301.56,301.56,301.56,301.56,301.56,301.56,301.56,301.56,301.56,301.56,301.56,301.56,301.56,301.56,301.56
198,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01
199,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29
200,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44,308.44
201,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55
202,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37,312.37
203,314.26,314.26,314.26,314.26,314.26,314.26,314.26,314.26,314.26,314.26,314.26,314.26,314.26,314.26,314.26,314.26,314.26,314.26,314.26,314.26
204,315.53,315.53,315.53,315.53,315.53,315.53,315.53,315.53,315.53,315.53,315.53,315.53,315.53,315.53,315.53,315.53,315.53,315.53,315.53,315.53
205,316.82,316.82,316.82,316.82,316.82,316.82,316.82,316.82,316.82,316.82,316.82,316.82,316.82,316.82,316.82,316.82,316.82,316.82,316.82,316.82
206,317.77,317.77,317.77,317.77,317.77,317.77,317.77,317.77,317.77,317.77,317.77,317.77,317.77,317.77,317.77,317.77,317.77,317.77,317.77,317.77
207,318.82,318.82,318.82,318.82,318.82,318.82,318.82,318.82,318.82,318.82,318.82,318.82,318.82,318.82,318.82,318.82,318.82,318.82,318.82,318.82
208,318.59,318.59,318.59,318.59,318.59,318.59,318.59,318.59,318.59,318.59,318.59,318.59,318.59,318.59,318.59,318.59,318.59,318.59,318.59,318.59
209,318.52,318.52,318.52,318.52,318.52,318.52,318.52,318.52,318.52,318.52,318.52,318.52,318.52,318.52,318.52,318.52,318.52,318.52,318.52,318.52
210,316.86,316.86,316.86,316.86,316.86,316.86,316.86,316.86,316.86,316.86,316.86,316.86,316.86,316.86,316.86,316.86,316.86,316.86,316.86,316.86
211,314.43,314.43,314.43,314.43,314.43,314.43,314.43,314.43,314.43,314.43,314.43,314.43,314.43,314.43,314.43,314.43,314.43,314.43,314.43,314.43
212,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15
213,310.74,310.74,310.74,310.74,310.74,310.74,310.74,310.74,310.74,310.74,310.74,310.74,310.74,310.74,310.74,310.74,310.74,310.74,310.74,310.74
214,309.95,309.95,309.95,309.95,309.95,309.95,309.95,309.95,309.95,309.95,309.95,309.95,309.95,309.95,309.95,309.95,309.95,309.95,309.95,309.95
215,308.81,308.81,308.81,308.81,308.81,308.81,308.81,308.81,308.81,308.81,308.81,308.81,308.81,308.81,308.81,308.81,308.81,308.81,308.81,308.81
216,308.49,308.49,308.49,308.49,308.49,308.49,308.49,308.49,308.49,308.49,308.49,308.49,308.49,308.49,308.49,308.49,308.49,308.49,308.49,308.49
217,307.82,307.82,307.82,307.82,307.82,307.82,307.82,307.82,307.82,307.82,307.82,307.82,307.82,307.82,307.82,307.82,307.82,307.82,307.82,307.82
218,307.65,307.65,307.65,307.65,307.65,307.65,307.65,307.65,307.65,307.65,307.65,307.65,307.65,307.65,307.65,307.65,307.65,307.65,307.65,307.65
219,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33
220,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85
221,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25,305.25
222,306.64,306.64,306.64,306.64,306.64,306.64,306.64,306.64,306.64,306.64,306.64,306.64,306.64,306.64,306.64,306.64,306.64,306.64,306.64,306.64
223,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15,309.15
224,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15
225,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65
226,313.82,313.82,313.82,313.82,313.82,313.82,313.82,313.82,313.82,313.82,313.82,313.82,313.82,313.82,313.82,313.82,313.82,313.82,313.82,313.82
227,315.05,315.05,315.05,315.05,315.05,315.05,315.05,315.05,315.05,315.05,315.05,315.05,315.05,315.05,315.05,315.05,315.05,315.05,315.05,315.05
228,315.94,315.94,315.94,315.94,315.94,315.94,315.94,315.94,315.94,315.94,315.94,315.94,315.94,315.94,315.94,315.94,315.94,315.94,315.94,315.94
229,316.93,316.93,316.93,316.93,316.93,316.93,316.93,316.93,316.93,316.93,316.93,316.93,316.93,316.93,316.93,316.93,316.93,316.93,316.93,316.93
230,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7,317.7
231,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9
232,318.03,318.03,318.03,318.03,318.03,318.03,318.03,318.03,318.03,318.03,318.03,318.03,318.03,318.03,318.03,318.03,318.03,318.03,318.03,318.03
233,317.53,317.53,317.53,317.53,317.53,317.53,317.53,317.53,317.53,317.53,317.53,317.53,317.53,317.53,317.53,317.53,317.53,317.53,317.53,317.53
234,316.89,316.89,316.89,316.89,316.89,316.89,316.89,316.89,316.89,316.89,316.89,316.89,316.89,316.89,316.89,316.89,316.89,316.89,316.89,316.89
235,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58,314.58
236,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15,312.15
237,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47,310.47
238,309.13,309.13,309.13,309.13,309.13,309.13,309.13,309.13,309.13,309.13,309.13,309.13,309.13,309.13,309.13,309.13,309.13,309.13,309.13,309.13
239,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33,307.33
240,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66
241,305.82,305.82,305.82,305.82,305.82,305.82,305.82,305.82,305.82,305.82,305.82,305.82,305.82,305.82,305.82,305.82,305.82,305.82,305.82,305.82
242,305.36,305.36,305.36,305.36,305.36,305.36,305.36,305.36,305.36,305.36,305.36,305.36,305.36,305.36,305.36,305.36,305.36,305.36,305.36,305.36
243,304.16,304.16,304.16,304.16,304.16,304.16,304.16,304.16,304.16,304.16,304.16,304.16,304.16,304.16,304.16,304.16,304.16,304.16,304.16,304.16
244,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71,303.71
245,303.81,303.81,303.81,303.81,303.81,303.81,303.81,303.81,303.81,303.81,303.81,303.81,303.81,303.81,303.81,303.81,303.81,303.81,303.81,303.81
246,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7,305.7
247,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75,306.75
248,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93
249,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26,309.26
250,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35,310.35
251,311.81,311.81,311.81,311.81,311.81,311.81,311.81,311.81,311.81,311.81,311.81,311.81,311.81,311.81,311.81,311.81,311.81,311.81,311.81,311.81
252,312.77,312.77,312.77,312.77,312.77,312.77,312.77,312.77,312.77,312.77,312.77,312.77,312.77,312.77,312.77,312.77,312.77,312.77,312.77,312.77
253,314.03,314.03,314.03,314.03,314.03,314.03,314.03,314.03,314.03,314.03,314.03,314.03,314.03,314.03,314.03,314.03,314.03,314.03,314.03,314.03
254,315.04,315.04,315.04,315.04,315.04,315.04,315.04,315.04,315.04,315.04,315.04,315.04,315.04,315.04,315.04,315.04,315.04,315.04,315.04,315.04
255,316.51,316.51,316.51,316.51,316.51,316.51,316.51,316.51,316.51,316.51,316.51,316.51,316.51,316.51,316.51,316.51,316.51,316.51,316.51,316.51
256,316.47,316.47,316.47,316.47,316.47,316.47,316.47,316.47,316.47,316.47,316.47,316.47,316.47,316.47,316.47,316.47,316.47,316.47,316.47,316.47
257,316.27,316.27,316.27,316.27,316.27,316.27,316.27,316.27,316.27,316.27,316.27,316.27,316.27,316.27,316.27,316.27,316.27,316.27,316.27,316.27
258,315.27,315.27,315.27,315.27,315.27,315.27,315.27,315.27,315.27,315.27,315.27,315.27,315.27,315.27,315.27,315.27,315.27,315.27,315.27,315.27
259,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4
260,311.42,311.42,311.42,311.42,311.42,311.42,311.42,311.42,311.42,311.42,311.42,311.42,311.42,311.42,311.42,311.42,311.42,311.42,311.42,311.42
261,309.14,309.14,309.14,309.14,309.14,309.14,309.14,309.14,309.14,309.14,309.14,309.14,309.14,309.14,309.14,309.14,309.14,309.14,309.14,309.14
262,307.64,307.64,307.64,307.64,307.64,307.64,307.64,307.64,307.64,307.64,307.64,307.64,307.64,307.64,307.64,307.64,307.64,307.64,307.64,307.64
263,305.83,305.83,305.83,305.83,305.83,305.83,305.83,305.83,305.83,305.83,305.83,305.83,305.83,305.83,305.83,305.83,305.83,305.83,305.83,305.83
264,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49,305.49
265,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5
266,302.66,302.66,302.66,302.66,302.66,302.66,302.66,302.66,302.66,302.66,302.66,302.66,302.66,302.66,302.66,302.66,302.66,302.66,302.66,302.66
267,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82,301.82
268,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54
269,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34,302.34
270,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85
271,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85,306.85
272,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25
273,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65
274,311.93,311.93,311.93,311.93,311.93,311.93,311.93,311.93,311.93,311.93,311.93,311.93,311.93,311.93,311.93,311.93,311.93,311.93,311.93,311.93
275,313.05,313.05,313.05,313.05,313.05,313.05,313.05,313.05,313.05,313.05,313.05,313.05,313.05,313.05,313.05,313.05,313.05,313.05,313.05,313.05
276,314.35,314.35,314.35,314.35,314.35,314.35,314.35,314.35,314.35,314.35,314.35,314.35,314.35,314.35,314.35,314.35,314.35,314.35,314.35,314.35
277,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65,314.65
278,314.84,314.84,314.84,314.84,314.84,314.84,314.84,314.84,314.84,314.84,314.84,314.84,314.84,314.84,314.84,314.84,314.84,314.84,314.84,314.84
279,315.64,315.64,315.64,315.64,315.64,315.64,315.64,315.64,315.64,315.64,315.64,315.64,315.64,315.64,315.64,315.64,315.64,315.64,315.64,315.64
280,315.14,315.14,315.14,315.14,315.14,315.14,315.14,315.14,315.14,315.14,315.14,315.14,315.14,315.14,315.14,315.14,315.14,315.14,315.14,315.14
281,314.94,314.94,314.94,314.94,314.94,314.94,314.94,314.94,314.94,314.94,314.94,314.94,314.94,314.94,314.94,314.94,314.94,314.94,314.94,314.94
282,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15,314.15
283,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59
284,308.84,308.84,308.84,308.84,308.84,308.84,308.84,308.84,308.84,308.84,308.84,308.84,308.84,308.84,308.84,308.84,308.84,308.84,308.84,308.84
285,306.47,306.47,306.47,306.47,306.47,306.47,306.47,306.47,306.47,306.47,306.47,306.47,306.47,306.47,306.47,306.47,306.47,306.47,306.47,306.47
286,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93
287,305.16,305.16,305.16,305.16,305.16,305.16,305.16,305.16,305.16,305.16,305.16,305.16,305.16,305.16,305.16,305.16,305.16,305.16,305.16,305.16
288,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65
289,302.82,302.82,302.82,302.82,302.82,302.82,302.82,302.82,302.82,302.82,302.82,302.82,302.82,302.82,302.82,302.82,302.82,302.82,302.82,302.82
290,301.67,301.67,301.67,301.67,301.67,301.67,301.67,301.67,301.67,301.67,301.67,301.67,301.67,301.67,301.67,301.67,301.67,301.67,301.67,301.67
291,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16
292,299.97,299.97,299.97,299.97,299.97,299.97,299.97,299.97,299.97,299.97,299.97,299.97,299.97,299.97,299.97,299.97,299.97,299.97,299.97,299.97
293,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25,300.25
294,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02
295,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9
296,306.65,306.65,306.65,306.65,306.65,306.65,306.65,306.65,306.65,306.65,306.65,306.65,306.65,306.65,306.65,306.65,306.65,306.65,306.65,306.65
297,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93
298,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25,309.25
299,310.64,310.64,310.64,310.64,310.64,310.64,310.64,310.64,310.64,310.64,310.64,310.64,310.64,310.64,310.64,310.64,310.64,310.64,310.64,310.64
300,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7,311.7
301,312.58,312.58,312.58,312.58,312.58,312.58,312.58,312.58,312.58,312.58,312.58,312.58,312.58,312.58,312.58,312.58,312.58,312.58,312.58,312.58
302,313.58,313.58,313.58,313.58,313.58,313.58,313.58,313.58,313.58,313.58,313.58,313.58,313.58,313.58,313.58,313.58,313.58,313.58,313.58,313.58
303,314.14,314.14,314.14,314.14,314.14,314.14,314.14,314.14,314.14,314.14,314.14,314.14,314.14,314.14,314.14,314.14,314.14,314.14,314.14,314.14
304,313.95,313.95,313.95,313.95,313.95,313.95,313.95,313.95,313.95,313.95,313.95,313.95,313.95,313.95,313.95,313.95,313.95,313.95,313.95,313.95
305,313.85,313.85,313.85,313.85,313.85,313.85,313.85,313.85,313.85,313.85,313.85,313.85,313.85,313.85,313.85,313.85,313.85,313.85,313.85,313.85
306,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15,313.15
307,311.26,311.26,311.26,311.26,311.26,311.26,311.26,311.26,311.26,311.26,311.26,311.26,311.26,311.26,311.26,311.26,311.26,311.26,311.26,311.26
308,309.44,309.44,309.44,309.44,309.44,309.44,309.44,309.44,309.44,309.44,309.44,309.44,309.44,309.44,309.44,309.44,309.44,309.44,309.44,309.44
309,307.92,307.92,307.92,307.92,307.92,307.92,307.92,307.92,307.92,307.92,307.92,307.92,307.92,307.92,307.92,307.92,307.92,307.92,307.92,307.92
310,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15
311,305.17,305.17,305.17,305.17,305.17,305.17,305.17,305.17,305.17,305.17,305.17,305.17,305.17,305.17,305.17,305.17,305.17,305.17,305.17,305.17
312,303.67,303.67,303.67,303.67,303.67,303.67,303.67,303.67,303.67,303.67,303.67,303.67,303.67,303.67,303.67,303.67,303.67,303.67,303.67,303.67
313,302.16,302.16,302.16,302.16,302.16,302.16,302.16,302.16,302.16,302.16,302.16,302.16,302.16,302.16,302.16,302.16,302.16,302.16,302.16,302.16
314,300.99,300.99,300.99,300.99,300.99,300.99,300.99,300.99,300.99,300.99,300.99,300.99,300.99,300.99,300.99,300.99,300.99,300.99,300.99,300.99
315,299.82,299.82,299.82,299.82,299.82,299.82,299.82,299.82,299.82,299.82,299.82,299.82,299.82,299.82,299.82,299.82,299.82,299.82,299.82,299.82
